Date,Ptf_rdt,Ptf_rdt_cum,Valeur_Ptf,Volatilite_glissante,vol_ewma,"VaR Norm(95%, 1Y)"
2022-03-14,0.01193094265132559,0.8212386516356024,1231857.9774534036,,0.13085461902124929,-0.21523669470045495
2022-03-15,0.04465876829415579,0.8579141582932016,1286871.2374398024,,0.15086835727521458,-0.2481563646563472
2022-03-16,0.006246376846552887,0.8632730134278941,1294909.5201418411,,0.1465930671034757,-0.2411241381110925
2022-03-17,0.031799911694961915,0.8907250190235447,1336087.5285353172,,0.14822338366542528,-0.24380577022109434
2022-03-18,0.00206996920233585,0.8925687923806734,1338853.1885710103,,0.14384468054948746,-0.2366034445195003
2022-03-21,0.00933664223188246,0.9009023878624751,1351353.5817937127,,0.14072529149231786,-0.23147250611494213
2022-03-22,-0.00981550610655793,0.8920595749729984,1338089.3624594975,,0.1376278553353748,-0.22637767701794373
2022-03-23,0.018339107762276916,0.9084191516487992,1362628.7274731987,,0.13343700771724343,-0.2194843461132594
2022-03-24,-0.002697230999134722,0.9059689353527643,1358953.4030291466,,0.12985745501642995,-0.21359650587046242
2022-03-25,0.0076386870472141336,0.9128893485244218,1369334.0227866326,,0.1263427552447778,-0.20781533920341488
2022-03-28,0.01263755123870549,0.9244260344416678,1386639.0516625016,,0.1269652324254499,-0.2088392230517379
2022-03-29,-0.015158523810118512,0.9104131003878904,1365619.6505818355,,0.12414735292271743,-0.2042042237313562
2022-03-30,-0.010502813323806967,0.900851201546968,1351276.802320452,,0.12065879561537733,-0.19846605759154975
2022-03-31,-0.0024690450733525454,0.8986269593259647,1347940.438988947,,0.11703098189945502,-0.19249883504301066
2022-04-01,0.017461493761642896,0.9143183283702792,1371477.4925554188,,0.1175386217213792,-0.19333382824528764
2022-04-04,-0.013541577524218229,0.9019370158448394,1352905.5237672592,,0.11395909041444764,-0.18744602319229492
2022-04-05,-0.03295200868027868,0.8722163794696556,1308324.5692044834,,0.12383212972213546,-0.2036857277065797
2022-04-06,-0.004676295628620766,0.8681376378271302,1302206.4567406953,,0.12026804754155544,-0.19782333420509954
2022-04-07,-0.008584677368606995,0.8606849562948397,1291027.4344422594,,0.11661915573539856,-0.19182144128338888
2022-04-08,-0.023557052975487797,0.8404097551841967,1260614.632776295,,0.11466962030057118,-0.18861474085254265
2022-04-11,-0.0007959105805544829,0.8397408641680444,1259611.2962520665,,0.11143051406762292,-0.18328688521719658
2022-04-12,0.007054491302941413,0.8456648087910423,1268497.2131865635,,0.10813953763822894,-0.1778737107010961
2022-04-13,-0.005836735099280403,0.8407288873193454,1261093.330979018,,0.10550841254535041,-0.1735458950491118
2022-04-14,-0.0003522044731409285,0.8404327788445327,1260649.168266799,,0.10229420124133003,-0.16825898792790547
2022-04-15,0.005352293665571719,0.8449310218830811,1267396.5328246218,,0.09917790777692585,-0.1631331413203351
2022-04-18,0.0014677872884281123,0.8461712008965997,1269256.8013448995,,0.09757606470812302,-0.16049834393880769
2022-04-19,-0.006029393422548145,0.8410693018235641,1261603.952735346,,0.09508882335613027,-0.1564071959798787
2022-04-20,-0.017137244397342995,0.826655691643111,1239983.5374646666,,0.09220725004482841,-0.15166742966745728
2022-04-21,-0.02423207802054001,0.8066241064270917,1209936.1596406375,,0.10310671541929903,-0.16959545482048727
2022-04-22,-0.0013922514925206707,0.8055010828110154,1208251.624216523,,0.10447266982300438,-0.17184224987567234
2022-04-25,-0.01659699704292444,0.7921321837215286,1188198.2755822928,,0.10148657243114478,-0.16693055675024177
2022-04-26,0.0020437540394160772,0.7937511070717609,1190626.6606076413,,0.09840484191813374,-0.16186156113862854
2022-04-27,0.02591849249034603,0.8143239391796041,1221485.9087694061,,0.0979365702980585,-0.16109132286594932
2022-04-28,-0.011514199858689452,0.804947650594175,1207421.4758912625,,0.09495827969852351,-0.15619247077118872
2022-04-29,-0.004583436497269673,0.8012582241540501,1201887.3362310752,,0.09647743275482214,-0.15869125518573593
2022-05-02,0.0017234368747506934,0.8026391421237545,1203958.713185632,,0.09365457610375022,-0.1540480691848562
2022-05-03,0.00627647735979053,0.807676888527376,1211515.332791064,,0.09103644929361189,-0.14974163380538127
2022-05-04,-0.019642053639665775,0.7918124557594028,1187718.6836391042,,0.09058805512149551,-0.14900409102507176
2022-05-05,-0.031036847459293332,0.7672370933536298,1150855.6400304446,,0.12740060839165582,-0.20955535278883922
2022-05-06,-0.03133219455682799,0.7431978714734586,1114796.807210188,,0.12356364441360711,-0.20324410867306364
2022-05-09,-0.007927583618121497,0.7373061082025428,1105959.1623038142,,0.12842980128266548,-0.21124822444844912
2022-05-10,-0.008564188862565261,0.7309916794423733,1096487.51916356,,0.12492301306095495,-0.20548007112301786
2022-05-11,-0.00830569822851278,0.7249202831453712,1087380.4247180568,,0.12184504631373076,-0.20041726635521012
2022-05-12,0.04157887860896821,0.7550616555994514,1132592.483399177,,0.13476167280383772,-0.22166322628544002
2022-05-13,-0.007600559925219744,0.749322764238832,1123984.146358248,,0.13103082515233658,-0.21552652799426497
2022-05-16,0.013554529204610158,0.7594794815303866,1139219.22229558,,0.12955264641502284,-0.21309514033691193
2022-05-17,-0.023077826641862115,0.7419523457175771,1112928.5185763657,,0.12880155288133335,-0.21185970141384297
2022-05-18,-0.011970654262051239,0.7330706907080741,1099606.0360621111,,0.13369637875328938,-0.21991097350262576
